Plant_ID,Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Growth Days
38,8/24/2023,31.3,62,581,6.6,22
9,8/27/2023,30.1,50,775,6.6,25
59,8/15/2023,22.3,52,791,6.6,13
34,8/28/2023,29.4,63,782,6.3,26
26,8/28/2023,29.4,57,402,6.5,26
33,9/15/2023,30.6,76,644,6.8,44
60,8/25/2023,24.9,73,678,6.4,23
45,9/7/2023,31.5,62,550,6.5,36
26,8/18/2023,30.9,67,735,6.2,16
31,8/8/2023,32.3,51,757,6.6,6
57,9/3/2023,21.1,71,596,6.1,32
2,8/22/2023,30.5,62,732,6.3,20
46,8/28/2023,29.4,71,765,6.1,26
26,9/15/2023,30.6,58,791,6.1,44
11,9/6/2023,32.1,56,519,6.7,35
9,8/15/2023,30.1,52,602,6.3,13
50,8/19/2023,30.8,61,635,6.6,17
17,9/4/2023,31.7,68,424,6.6,33
51,8/3/2023,33.4,72,524,6.6,1
18,8/18/2023,30.9,50,408,6.0,16
24,9/1/2023,31.7,59,532,6.5,30
20,8/15/2023,30.1,72,562,6.0,13
8,8/18/2023,30.9,70,415,6.6,16
62,8/7/2023,24.1,53,590,6.1,5
52,9/6/2023,23.3,51,495,6.1,35
23,8/18/2023,30.9,74,612,6.5,16
29,8/6/2023,33.4,71,707,6.6,4
10,9/14/2023,29.1,63,782,6.5,43
18,9/11/2023,31.2,70,555,6.3,40
52,8/11/2023,19.1,66,730,6.3,9
22,9/11/2023,31.2,72,765,6.2,40
44,9/6/2023,32.1,73,470,6.5,35
5,8/19/2023,30.8,68,678,6.1,17
4,8/27/2023,30.1,66,652,6.6,25
35,9/9/2023,20.1,50,423,6.3,38
62,8/17/2023,24.0,51,570,6.3,15
55,8/8/2023,18.8,64,656,6.5,6
16,8/20/2023,30.9,69,402,6.5,18
34,8/6/2023,33.4,71,418,6.1,4
25,9/9/2023,20.1,79,420,6.1,38
58,9/2/2023,20.9,54,608,6.7,31
23,8/23/2023,30.8,59,798,6.2,21
68,9/12/2023,24.9,77,500,6.8,41
35,9/15/2023,30.6,59,404,6.1,44
44,8/11/2023,31.9,71,609,6.4,9
50,9/6/2023,32.1,77,577,6.2,35
1,9/6/2023,32.1,76,709,6.0,35
17,9/16/2023,31.5,61,710,6.6,45
57,8/22/2023,19.8,55,718,6.3,20
33,8/29/2023,28.7,78,423,6.2,27
67,8/18/2023,21.3,62,765,6.7,16
31,8/31/2023,29.2,51,505,6.2,29
48,8/15/2023,30.1,52,761,6.4,13
31,8/4/2023,33.5,53,614,6.5,2
66,8/5/2023,24.6,65,765,6.5,3
58,9/1/2023,24.9,80,755,6.4,30
63,8/19/2023,19.9,74,431,6.0,17
46,8/7/2023,33.4,66,505,6.6,5
6,8/14/2023,30.1,64,490,6.6,12
46,8/27/2023,30.1,58,534,6.8,25
53,8/12/2023,18.3,60,493,6.6,10
14,8/8/2023,32.3,51,574,6.7,6
54,9/8/2023,21.3,57,442,6.3,37
29,8/28/2023,29.4,59,795,6.3,26
49,9/12/2023,31.2,57,757,6.3,41
64,9/7/2023,20.3,69,615,6.1,36
46,9/3/2023,31.7,80,507,6.5,32
15,8/9/2023,32.3,71,741,6.2,7
34,9/3/2023,31.7,64,764,6.3,32
64,8/29/2023,20.7,55,673,6.7,27
28,9/12/2023,31.2,60,774,6.8,41
42,9/14/2023,29.1,63,703,6.4,43
13,8/15/2023,30.1,73,476,6.3,13
70,8/11/2023,23.0,54,650,6.6,9
61,8/19/2023,22.7,70,485,6.0,17
67,8/20/2023,23.9,54,655,6.3,18
5,8/7/2023,33.4,67,571,6.7,5
40,9/11/2023,31.2,60,673,6.3,40
22,8/22/2023,30.5,52,534,6.2,20
61,9/1/2023,24.7,52,737,6.7,30
46,8/13/2023,30.1,51,634,6.7,11
57,8/24/2023,18.1,50,408,6.6,22
24,9/7/2023,29.8,61,604,6.0,36
11,8/19/2023,30.8,76,466,6.1,17
65,8/9/2023,19.3,66,661,6.0,7
17,8/19/2023,30.8,52,595,6.8,17
51,9/8/2023,29.8,51,518,6.7,37
1,8/24/2023,31.3,73,645,6.6,22
11,8/4/2023,33.5,63,706,6.6,2
27,8/5/2023,33.4,75,676,6.5,3
52,8/18/2023,18.3,70,510,6.6,16
21,9/16/2023,31.5,67,454,6.4,45
27,9/5/2023,32.0,61,772,6.7,34
54,9/6/2023,21.7,64,679,6.4,35
64,8/3/2023,18.2,52,549,6.5,1
34,8/21/2023,30.2,58,748,6.2,19
53,9/9/2023,18.7,52,669,6.7,38
17,9/10/2023,31.1,68,648,6.0,39
38,8/11/2023,31.9,68,520,6.6,9
3,9/12/2023,31.2,69,403,6.6,41
65,8/24/2023,20.7,76,788,6.2,22
48,8/11/2023,31.9,80,523,6.0,9
33,9/2/2023,31.7,52,456,6.6,31
8,8/11/2023,31.9,64,699,6.6,9
28,8/14/2023,30.1,79,601,6.5,12
11,8/11/2023,31.9,58,514,6.2,9
48,9/14/2023,29.1,54,605,6.5,43
37,8/9/2023,32.3,74,408,6.1,7
69,8/17/2023,20.6,53,592,6.3,15
25,8/6/2023,33.4,57,640,6.3,4
25,9/10/2023,31.1,78,608,6.3,39
29,8/25/2023,31.4,79,757,6.5,23
19,9/11/2023,31.2,53,503,6.4,40
